content,score,source,app,clean_review
Very nice app. Specially physics is bestt....,5,PlayStore,PhysicsWallah,very nice app specially physics is bestt
how frustrating update why was the need of resources section also PDFs are now not available 🤮,1,PlayStore,PhysicsWallah,how frustrating update why was the need of resources section also pdfs are now not available 
IN recent updates lots of new features are added and that wonderful for studies but xp leaderboard is not working properly like if I close the lecture and reopen it after some time my xp is not added so I have to rewatch the lecture again just to score xp's,4,PlayStore,PhysicsWallah,in recent updates lots of new features are added and that wonderful for studies but xp leaderboard is not working properly like if i close the lecture and reopen it after some time my xp is not added so i have to rewatch the lecture again just to score xps
Bring back old UI,1,PlayStore,PhysicsWallah,bring back old ui
pw is one of the best learning platform as I have ever thought or seen it has many teachers there were live experiments in class and also numerous types of questions are there for practice.It is the best learning platform not only for competitive exams but also for school boards. Thanks to pw and all its faculties,5,PlayStore,PhysicsWallah,pw is one of the best learning platform as i have ever thought or seen it has many teachers there were live experiments in class and also numerous types of questions are there for practiceit is the best learning platform not only for competitive exams but also for school boards thanks to pw and all its faculties
"One thing which I don't like about the app is that if I've asked a doubt in any slide, I'm not notified if it has been answered. Same for community replies etc.",3,PlayStore,PhysicsWallah,one thing which i dont like about the app is that if ive asked a doubt in any slide im not notified if it has been answered same for community replies etc
very nice study platform,5,PlayStore,PhysicsWallah,very nice study platform
Best coaching platform in India 🪔,5,PlayStore,PhysicsWallah,best coaching platform in india 
app all function is working great except xp system despite of completion of videos the xp is not counting up,4,PlayStore,PhysicsWallah,app all function is working great except xp system despite of completion of videos the xp is not counting up
thank you for pw,5,PlayStore,PhysicsWallah,thank you for pw
The new update is worst i am confusing and difficulty while seeing classes which I completed.Many options got removed like dpp pdf . I want that so badly .It is the worst update old is better please make this update old 🙏 please alakh pandey sir 😭😭🙏🙏🙏🙏,5,PlayStore,PhysicsWallah,the new update is worst i am confusing and difficulty while seeing classes which i completedmany options got removed like dpp pdf  i want that so badly it is the worst update old is better please make this update old  please alakh pandey sir 
recent updated version of app is too much bad plz change this...,1,PlayStore,PhysicsWallah,recent updated version of app is too much bad plz change this
After recent updates I can't access old classes.,1,PlayStore,PhysicsWallah,after recent updates i cant access old classes
best learning platform for all type of exams in india,5,PlayStore,PhysicsWallah,best learning platform for all type of exams in india
Your emotions,5,PlayStore,PhysicsWallah,your emotions
this is the very best app for students of neet and jee or class 12th to 9th very helpful web for the students of this to the class and very best mental comes in this app,5,PlayStore,PhysicsWallah,this is the very best app for students of neet and jee or class th to th very helpful web for the students of this to the class and very best mental comes in this app
this is very good and helpful for every student because this platform give opportunity to those students that cannot afford for competitive exams in offline. and all the pw teachers are very good they are not only teacher but they are emotion because they always stand for every student.,5,PlayStore,PhysicsWallah,this is very good and helpful for every student because this platform give opportunity to those students that cannot afford for competitive exams in offline and all the pw teachers are very good they are not only teacher but they are emotion because they always stand for every student
very wonderful app,5,PlayStore,PhysicsWallah,very wonderful app
not able to join beta program,1,PlayStore,PhysicsWallah,not able to join beta program
pw app is very poor quality don't use user,1,PlayStore,PhysicsWallah,pw app is very poor quality dont use user
"Mai abhi recently 12th passout ki hu orr mere liye ye muskil tha apne liye best planner or guidance ko dhundh pana jo meri neet journey ko smooth kar sake jo mujhe pw ke plateform or affordable batch se mil raha hai jaha daily live lecture,dpp, doubt solution or test series join karke mujhe lagta hai ki mai v average se doctor ki journey ko aasan kar pa rahi hu ,A great thankful to u sir to supporting me when I have no any good planner ..",5,PlayStore,PhysicsWallah,mai abhi recently th passout ki hu orr mere liye ye muskil tha apne liye best planner or guidance ko dhundh pana jo meri neet journey ko smooth kar sake jo mujhe pw ke plateform or affordable batch se mil raha hai jaha daily live lecturedpp doubt solution or test series join karke mujhe lagta hai ki mai v average se doctor ki journey ko aasan kar pa rahi hu a great thankful to u sir to supporting me when i have no any good planner 
Very wonderful 😊,5,PlayStore,PhysicsWallah,very wonderful 
great platform,5,PlayStore,PhysicsWallah,great platform
just amazing,5,PlayStore,PhysicsWallah,just amazing
Best app for IIT JEE preparation. Top faculties are provided and user interface experience is also very good. But I will request ALAKH sir and PW team to remove the recent update cuz the subject section has been made less interactive in the update.,4,PlayStore,PhysicsWallah,best app for iit jee preparation top faculties are provided and user interface experience is also very good but i will request alakh sir and pw team to remove the recent update cuz the subject section has been made less interactive in the update
app update was too bad please purana bala kr do kuc smjh ni aa ra h..,2,PlayStore,PhysicsWallah,app update was too bad please purana bala kr do kuc smjh ni aa ra h
good batch for neet,5,PlayStore,PhysicsWallah,good batch for neet
best study for online,5,PlayStore,PhysicsWallah,best study for online
in this update new features are not good at all.,4,PlayStore,PhysicsWallah,in this update new features are not good at all
nice app easy to use,5,PlayStore,PhysicsWallah,nice app easy to use
It is the bestest online learning platform I really enjoy this app all teachers are great we enjoy learning through this,5,PlayStore,PhysicsWallah,it is the bestest online learning platform i really enjoy this app all teachers are great we enjoy learning through this
In new version I can't download class notes there is no option in New update please fix this problem and please return class notes download option,1,PlayStore,PhysicsWallah,in new version i cant download class notes there is no option in new update please fix this problem and please return class notes download option
landscape mode?,2,PlayStore,PhysicsWallah,landscape mode
sir please we want the old theme of pw but after the recent update your team change it and make it technically good according to new mindset but old is our emotion don't ruin it sir please 🙏🙏,2,PlayStore,PhysicsWallah,sir please we want the old theme of pw but after the recent update your team change it and make it technically good according to new mindset but old is our emotion dont ruin it sir please 
BEST EDUCATIONAL PLATFORM.......IGNORING WEBSITE ISSUES. TEACHERS ARE EXCELLENT. REALLY HELPFUL FOR MY PREPARATION.,5,PlayStore,PhysicsWallah,best educational platformignoring website issues teachers are excellent really helpful for my preparation
no doubt best app for study 👍,5,PlayStore,PhysicsWallah,no doubt best app for study 
it's the best platform for students to study at a very friendly coast .,4,PlayStore,PhysicsWallah,its the best platform for students to study at a very friendly coast 
"🫶🏻I am preparing for NDA from PW, the study is very good, there are really good teachers here",5,PlayStore,PhysicsWallah,i am preparing for nda from pw the study is very good there are really good teachers here
It's help in study very much,3,PlayStore,PhysicsWallah,its help in study very much
best out of any coaching I am glad to take neev batch and i scored 98/100,5,PlayStore,PhysicsWallah,best out of any coaching i am glad to take neev batch and i scored 
sir this app is amazing for study but in this update you have removed the option of view all content this option helps us to see that what lecture is uploaded next that's why please give that option of view all content plsss sir this update is best and it will become better if you add that feature also,5,PlayStore,PhysicsWallah,sir this app is amazing for study but in this update you have removed the option of view all content this option helps us to see that what lecture is uploaded next thats why please give that option of view all content plsss sir this update is best and it will become better if you add that feature also
"The learning experience is 5 star but the app experience is not 5 star, its always the Xp issue; from this for 2 times I got to stay on same level, there should be a smooth tracking for the Xp... What is this? If i bought basic subscription of a batch ,then i would not have any right to ask doubts or watch the timeline, this new update sucks!",4,PlayStore,PhysicsWallah,the learning experience is  star but the app experience is not  star its always the xp issue from this for  times i got to stay on same level there should be a smooth tracking for the xp what is this if i bought basic subscription of a batch then i would not have any right to ask doubts or watch the timeline this new update sucks
Can be very useful if one want to prep.,3,PlayStore,PhysicsWallah,can be very useful if one want to prep
everything is great but there is a small problem about not getting xp and also increasing daily streak after watching classes. please do something about it,4,PlayStore,PhysicsWallah,everything is great but there is a small problem about not getting xp and also increasing daily streak after watching classes please do something about it
poor update done,1,PlayStore,PhysicsWallah,poor update done
lecture bahot slow download ho rha hai,3,PlayStore,PhysicsWallah,lecture bahot slow download ho rha hai
very useful platform,5,PlayStore,PhysicsWallah,very useful platform
yes! that's really good platform and helpfull for all students for all exams preparation.,5,PlayStore,PhysicsWallah,yes thats really good platform and helpfull for all students for all exams preparation
pw is best platform thankful to alkh sir for providing best teacher to us .,5,PlayStore,PhysicsWallah,pw is best platform thankful to alkh sir for providing best teacher to us 
ye kya faltu update hai sirrrrr ye kyo kiya lecture me kita kya dekha kite % atleast colour to white nai karte aur ye kita bekar lag rha hai dekhne me,3,PlayStore,PhysicsWallah,ye kya faltu update hai sirrrrr ye kyo kiya lecture me kita kya dekha kite  atleast colour to white nai karte aur ye kita bekar lag rha hai dekhne me
this app is good for defence preparation as well as a feature in app to attract the students for study 😎,5,PlayStore,PhysicsWallah,this app is good for defence preparation as well as a feature in app to attract the students for study 
fantastic and the best part is it's upgradation to show % completion of lectures + dpps helps to maintain 100 % completion tnxxx pw and if we have backlogs it's stimulate us for recovery to come in live class,5,PlayStore,PhysicsWallah,fantastic and the best part is its upgradation to show  completion of lectures  dpps helps to maintain   completion tnxxx pw and if we have backlogs its stimulate us for recovery to come in live class
the xp and streak features are not working properly even after watching complete lecture XP's are not increasing and nor do streaks are updating,5,PlayStore,PhysicsWallah,the xp and streak features are not working properly even after watching complete lecture xps are not increasing and nor do streaks are updating
Very very very very very very very very very very very very very very very very very BAD,1,PlayStore,PhysicsWallah,very very very very very very very very very very very very very very very very very bad
very good teachers and very nice experience,5,PlayStore,PhysicsWallah,very good teachers and very nice experience
pw is a best online reading platform 👍❤️,4,PlayStore,PhysicsWallah,pw is a best online reading platform 
best app for study,4,PlayStore,PhysicsWallah,best app for study
your customer service are very poor 😕 no contact number and no customer service replys 😕😕,3,PlayStore,PhysicsWallah,your customer service are very poor  no contact number and no customer service replys 
physics wallah is a great app and has great faculty for all batches the feature of the streak is not available in my app so I request you to please fix it the feature of streak in app is great and I also want that feature so please fix my problem,5,PlayStore,PhysicsWallah,physics wallah is a great app and has great faculty for all batches the feature of the streak is not available in my app so i request you to please fix it the feature of streak in app is great and i also want that feature so please fix my problem
I like lectures but only the bigggg problem is that while opening the app it takes tooo long even I having mobile data along with wifi .. it is not opening at all how can I watch in laptop if it continue like this soo sad about this,2,PlayStore,PhysicsWallah,i like lectures but only the bigggg problem is that while opening the app it takes tooo long even i having mobile data along with wifi  it is not opening at all how can i watch in laptop if it continue like this soo sad about this
"I like alakh sir, he is great person in world 🌎 for me i like faculties of pw.most and most",5,PlayStore,PhysicsWallah,i like alakh sir he is great person in world  for me i like faculties of pwmost and most
"Don't buy any batch, here there are so many technical glitches. I am block many time with hurting the spam policy of PW, and when I say my quarry in contact us section, I am block without any reason and put all my data with proper region that I am blocked without any reason, then the technical team response that you are right, but still I was blocked. Last year like this I am blocked for 1 month, without doing 'anything'. So, I shall change my no. PW, please listen my quarry and unblock me....",1,PlayStore,PhysicsWallah,dont buy any batch here there are so many technical glitches i am block many time with hurting the spam policy of pw and when i say my quarry in contact us section i am block without any reason and put all my data with proper region that i am blocked without any reason then the technical team response that you are right but still i was blocked last year like this i am blocked for  month without doing anything so i shall change my no pw please listen my quarry and unblock me
app must be updated,2,PlayStore,PhysicsWallah,app must be updated
full of bugs 🐛,1,PlayStore,PhysicsWallah,full of bugs 
very well organized platform,4,PlayStore,PhysicsWallah,very well organized platform
First of all Thank you thank you pw group I really like this app because it not just a app it is whole learning path means if you study from here you will be do your best in study and the teacher they are teacher and friend both and their teaching style is too good you will not feel bore in class you just enjoy your study and sorry i don't have words to describe pw groups but it is awesome my dream is to meet with alakh sir i hope it comes true and I really thanku pw groups ❤,5,PlayStore,PhysicsWallah,first of all thank you thank you pw group i really like this app because it not just a app it is whole learning path means if you study from here you will be do your best in study and the teacher they are teacher and friend both and their teaching style is too good you will not feel bore in class you just enjoy your study and sorry i dont have words to describe pw groups but it is awesome my dream is to meet with alakh sir i hope it comes true and i really thanku pw groups 
Best App for NEET Preparation,5,PlayStore,PhysicsWallah,best app for neet preparation
"new version is not good ... we can't see all the videos in a row .... we want the older version where all the lectures are available in different topic wise also in an all category please give the ""all content"" tab back.",5,PlayStore,PhysicsWallah,new version is not good  we cant see all the videos in a row  we want the older version where all the lectures are available in different topic wise also in an all category please give the all content tab back
Only remember to collcet fees. Other matters ignored.,1,PlayStore,PhysicsWallah,only remember to collcet fees other matters ignored
"the content is good, after every 14 day the xp corner restarts and after restart i completed may lactures but my xp didn't grow",3,PlayStore,PhysicsWallah,the content is good after every  day the xp corner restarts and after restart i completed may lactures but my xp didnt grow
Best learning app,5,PlayStore,PhysicsWallah,best learning app
beautiful ❤️,5,PlayStore,PhysicsWallah,beautiful 
"the earlier old interface was pretty good enough. But the recent one after the latest update is not good 😥😞. Its looking too complicated and ugly now👎👎. (i.e, earlier the dpp Pdfs were separated out in a well organised manner, but it's not there after the update and instead of that, now it is attached only with the lectures). So, its my humble request to the developers that, please bring back the older interface in the*Subject* section of the batch. Thank you.",1,PlayStore,PhysicsWallah,the earlier old interface was pretty good enough but the recent one after the latest update is not good  its looking too complicated and ugly now ie earlier the dpp pdfs were separated out in a well organised manner but its not there after the update and instead of that now it is attached only with the lectures so its my humble request to the developers that please bring back the older interface in thesubject section of the batch thank you
In physics wallah app from where we have to download notes,4,PlayStore,PhysicsWallah,in physics wallah app from where we have to download notes
Great platform,5,PlayStore,PhysicsWallah,great platform
"Please ensure that the answers provided in the DPPs and tests are accurate. I’ve noticed multiple times that some answers are incorrect, and unfortunately, even the teachers explaining them try to justify those wrong answers as correct. This becomes very confusing for students who are studying online and relying entirely on your material. Kindly work on improving this.... and also make sure that tab users can rotate their screen while using the pw app",3,PlayStore,PhysicsWallah,please ensure that the answers provided in the dpps and tests are accurate ive noticed multiple times that some answers are incorrect and unfortunately even the teachers explaining them try to justify those wrong answers as correct this becomes very confusing for students who are studying online and relying entirely on your material kindly work on improving this and also make sure that tab users can rotate their screen while using the pw app
pw app is excellent...and its all functions..but this latest update is vere bad and disturbing all lectures show icon bhi hta deya gya.i request to pw officials to customize new update...,2,PlayStore,PhysicsWallah,pw app is excellentand its all functionsbut this latest update is vere bad and disturbing all lectures show icon bhi hta deya gyai request to pw officials to customize new update
In this new update I cannot find the class notes after the class in pdf,4,PlayStore,PhysicsWallah,in this new update i cannot find the class notes after the class in pdf
pw is the best for neet preparation,5,PlayStore,PhysicsWallah,pw is the best for neet preparation
I like the learning experience but the app get hanged some time I request to pw to fix this problem and some time I can't join the class for 20 min again I request you to fix this problem to pw teame but the learning experience is very good,3,PlayStore,PhysicsWallah,i like the learning experience but the app get hanged some time i request to pw to fix this problem and some time i cant join the class for  min again i request you to fix this problem to pw teame but the learning experience is very good
pta nhi app work kr rha h ya nhi jitne bhi lecture dekhlo leaderboard ka score increase hi nhi hota or rank kmm hoti rehti h demotivation or hota h,1,PlayStore,PhysicsWallah,pta nhi app work kr rha h ya nhi jitne bhi lecture dekhlo leaderboard ka score increase hi nhi hota or rank kmm hoti rehti h demotivation or hota h
Ofc!!The best teaching app and always solve doubts,5,PlayStore,PhysicsWallah,ofcthe best teaching app and always solve doubts
kya hagaas update krdiya yrr pehle wala User interface hta kr hagg diya,1,PlayStore,PhysicsWallah,kya hagaas update krdiya yrr pehle wala user interface hta kr hagg diya
I am really satisfied with this learning platform,5,PlayStore,PhysicsWallah,i am really satisfied with this learning platform
"😡This is worst platform because they didn't solve our problems😡, they just ignore. Please PW foundation give me my refund if you don't want to solve my problem 😖 I hate this study platform 😭",1,PlayStore,PhysicsWallah,this is worst platform because they didnt solve our problems they just ignore please pw foundation give me my refund if you dont want to solve my problem  i hate this study platform 
best option for online courses and classes,5,PlayStore,PhysicsWallah,best option for online courses and classes
"Hello Sir App Thik chal raha h Bus Purchased Batch ki jo today's Live Classes hai wo Home page p show nhi hoti ....Mein Classes Tablet mein Lagata hu.., please look into the issue .... jaisa pehle hota thha waisa show nhi ho Raha thank you",5,PlayStore,PhysicsWallah,hello sir app thik chal raha h bus purchased batch ki jo todays live classes hai wo home page p show nhi hoti mein classes tablet mein lagata hu please look into the issue  jaisa pehle hota thha waisa show nhi ho raha thank you
excellent app 😸,5,PlayStore,PhysicsWallah,excellent app 
pw is a very good affordable and my favourite learning platform THANK U ALAKH SIR AND PW FACULTY,5,PlayStore,PhysicsWallah,pw is a very good affordable and my favourite learning platform thank u alakh sir and pw faculty
waste app bhai only taking money,1,PlayStore,PhysicsWallah,waste app bhai only taking money
thank you Alakh sir for providing that amazing platform pw aapka name aisa lagta hai jaise ki 1 lakh sir se aap bane ho... thank you sir.,5,PlayStore,PhysicsWallah,thank you alakh sir for providing that amazing platform pw aapka name aisa lagta hai jaise ki  lakh sir se aap bane ho thank you sir
fantastic update,5,PlayStore,PhysicsWallah,fantastic update
"after updating it has become worst version, where they have mentioned 24*7 doubt supporting system they should remove it. in lectures option is not coming and time line option is also not opening. I asked doubt on home page of app,when I asked my doubt many questions appeared in front of me, not my doubt was solved",2,PlayStore,PhysicsWallah,after updating it has become worst version where they have mentioned  doubt supporting system they should remove it in lectures option is not coming and time line option is also not opening i asked doubt on home page of appwhen i asked my doubt many questions appeared in front of me not my doubt was solved
mene CUET pg general llb ki batch li pr isme jitne classes lagti ni h usse jyada to cancel ho jati h,1,PlayStore,PhysicsWallah,mene cuet pg general llb ki batch li pr isme jitne classes lagti ni h usse jyada to cancel ho jati h
"pw is a greatest app for 6th to 12th and for competitive exams like neet , jee , upsc , clat etc teachers are supportive in every exams journey ✨💫",5,PlayStore,PhysicsWallah,pw is a greatest app for th to th and for competitive exams like neet  jee  upsc  clat etc teachers are supportive in every exams journey 
verryyyy amazing . u give it 10 out of ♾️,5,PlayStore,PhysicsWallah,verryyyy amazing  u give it  out of 
this app is a good educational platform. they are providing a very good teaching but as a student who finds difficulty in hindi I want physics wallah to add English subtitles atleast for students like me who feels pw is good but can't watch. they have to atleast add subtitles in English language so that international students who don't know hindi but want to learn from pw can be benifited. it's my humble request and I am asking to do this little change as soon as possible.,3,PlayStore,PhysicsWallah,this app is a good educational platform they are providing a very good teaching but as a student who finds difficulty in hindi i want physics wallah to add english subtitles atleast for students like me who feels pw is good but cant watch they have to atleast add subtitles in english language so that international students who dont know hindi but want to learn from pw can be benifited its my humble request and i am asking to do this little change as soon as possible
yes sir hindi medium,5,PlayStore,PhysicsWallah,yes sir hindi medium
aap is hanging open hi nh hota h,2,PlayStore,PhysicsWallah,aap is hanging open hi nh hota h
"I didn't like the new API this time. Even though the they made more sorted but at the same time conjusted all the things in one place. There is no Section of Lecture notes and DPP pdf in app now. You have to check the attachments of Lecture. I think there should be separate section for files like, le ture notes, dpp, pdf, etc stuff like before. However if you want things easy, just make it more innovative don't remove them. Beside this all things are very good.As for teaching it's very good👍🏻.",2,PlayStore,PhysicsWallah,i didnt like the new api this time even though the they made more sorted but at the same time conjusted all the things in one place there is no section of lecture notes and dpp pdf in app now you have to check the attachments of lecture i think there should be separate section for files like le ture notes dpp pdf etc stuff like before however if you want things easy just make it more innovative dont remove them beside this all things are very goodas for teaching its very good
There are no words to express the respect,5,PlayStore,PhysicsWallah,there are no words to express the respect
very good app for learning,5,PlayStore,PhysicsWallah,very good app for learning
no word for describing PW faculty and kind heart of Alakh sir who make revolution in education ❣❣,5,PlayStore,PhysicsWallah,no word for describing pw faculty and kind heart of alakh sir who make revolution in education 
This app is very amazing and learning full this app has the world best teachers 👌👌❤️❤️👍👍 for this app thank you so much sir ☺️,5,PlayStore,PhysicsWallah,this app is very amazing and learning full this app has the world best teachers  for this app thank you so much sir 
please provide option for removing profile picture accidentally i set a profile picture and now its not removing... pls provide an option for removing profile picture,5,PlayStore,PhysicsWallah,please provide option for removing profile picture accidentally i set a profile picture and now its not removing pls provide an option for removing profile picture
Downloading speed of the app is very slow nowadays. Earlier it was very good ..I have 5g network previously it used to take hardly 12 15 seconds to download the video but now it takes more than 7 min to download the video with sane settings except this App is amazing and has very good features and I truely appriciate Alakh sir for this initiation .,4,PlayStore,PhysicsWallah,downloading speed of the app is very slow nowadays earlier it was very good i have g network previously it used to take hardly   seconds to download the video but now it takes more than  min to download the video with sane settings except this app is amazing and has very good features and i truely appriciate alakh sir for this initiation 
the new UI is so bad and confusing i hope i can use the previous version so the i get the old UI,1,PlayStore,PhysicsWallah,the new ui is so bad and confusing i hope i can use the previous version so the i get the old ui
it's a best platform of study,5,PlayStore,PhysicsWallah,its a best platform of study
it is very good and best platform for study and it is best because there are more educated teachers in this platform,5,PlayStore,PhysicsWallah,it is very good and best platform for study and it is best because there are more educated teachers in this platform
"After the recent update, the app keeps asking to download lecture PDFs even though I’ve already saved them on my phone. It’s a bit annoying to keep downloading the same file again and again. It would be better if the app could just open the PDF if it’s already there. Please fix this issue",5,PlayStore,PhysicsWallah,after the recent update the app keeps asking to download lecture pdfs even though ive already saved them on my phone its a bit annoying to keep downloading the same file again and again it would be better if the app could just open the pdf if its already there please fix this issue
"NEET aspirant,,lakshyian 2026😊",5,PlayStore,PhysicsWallah,neet aspirantlakshyian 
Best prepration app in india 🤟,5,PlayStore,PhysicsWallah,best prepration app in india 
Special Thanks To Alakh Sir This is the great app for learning student,5,PlayStore,PhysicsWallah,special thanks to alakh sir this is the great app for learning student
sbse bekr company hai aur sbse bdi baat kuch refund nhi deti agr fees wapas bhi leni ho toh,1,PlayStore,PhysicsWallah,sbse bekr company hai aur sbse bdi baat kuch refund nhi deti agr fees wapas bhi leni ho toh
"Within 10 Days, ₹900 Loss – Very Unfair I bought the Class 11 course for ₹2359, and just within 10 days, the price dropped to ₹1499! That’s a ₹900 difference — which is a lot for a student like me. When I requested a refund or price match, the support team said “We don’t adjust prices after purchase.” This is very disappointing. If the price drop had happened after 2-3 months, I would have understood. But just in 10 days? Physics Wallah is a platform for students — but this kind of policy doe",1,PlayStore,PhysicsWallah,within  days  loss  very unfair i bought the class  course for  and just within  days the price dropped to  thats a  difference  which is a lot for a student like me when i requested a refund or price match the support team said we dont adjust prices after purchase this is very disappointing if the price drop had happened after  months i would have understood but just in  days physics wallah is a platform for students  but this kind of policy doe
best for online study platform,5,PlayStore,PhysicsWallah,best for online study platform
why my aap is not running,5,PlayStore,PhysicsWallah,why my aap is not running
I am a student that knows how it feels when he is doing preparation and I am so glad that the god of a lot of students MR. Alakh pandey sir who makes this type of platform where every poor student can do his study and he can achieve his dream 🙏🙏💓🤩,5,PlayStore,PhysicsWallah,i am a student that knows how it feels when he is doing preparation and i am so glad that the god of a lot of students mr alakh pandey sir who makes this type of platform where every poor student can do his study and he can achieve his dream 
best app for online study,5,PlayStore,PhysicsWallah,best app for online study
I give one star due to day updates it was not good I and we all are want delete this update we don't like it,1,PlayStore,PhysicsWallah,i give one star due to day updates it was not good i and we all are want delete this update we dont like it
pw is best platform online study,5,PlayStore,PhysicsWallah,pw is best platform online study
This app is literally good for the people who can't afford ...... all the teachers are good .... they provide you everything. thank you Alakh sir ❤️❤️❤️,5,PlayStore,PhysicsWallah,this app is literally good for the people who cant afford  all the teachers are good  they provide you everything thank you alakh sir 
"it's a great learning platform which gives a high quality education in least cost The xp leaderboard is motivating factor for those who is trying to become top in any thing like games ,study and so on.. But there is some glitch in xp i.e after completing video lectures sometimes xp wasn't counted please solve this otherwise it is a great platform for learning......",5,PlayStore,PhysicsWallah,its a great learning platform which gives a high quality education in least cost the xp leaderboard is motivating factor for those who is trying to become top in any thing like games study and so on but there is some glitch in xp ie after completing video lectures sometimes xp wasnt counted please solve this otherwise it is a great platform for learning
"Best online platform I have ever seen , the affordability, teachers , test , dpp and assignment especially NTA like exam REAL TEST SERIES help me a lot during my preparation. Awesome Alakh Sir and Prateek sir .... this is for both competitive exam students as well as Boards students .",5,PlayStore,PhysicsWallah,best online platform i have ever seen  the affordability teachers  test  dpp and assignment especially nta like exam real test series help me a lot during my preparation awesome alakh sir and prateek sir  this is for both competitive exam students as well as boards students 
faculty seems good but no classes and dpps!!! I have purchased cseet sanjeevani nov btch +test series... plz fix this issue!! or repay the money,1,PlayStore,PhysicsWallah,faculty seems good but no classes and dpps i have purchased cseet sanjeevani nov btch test series plz fix this issue or repay the money
It has amazing features but after the updation i didn't found some of the old features such as dpps pdf practice sheet and all..,4,PlayStore,PhysicsWallah,it has amazing features but after the updation i didnt found some of the old features such as dpps pdf practice sheet and all
thank you so much Alakh sir ❤❤❤❤,5,PlayStore,PhysicsWallah,thank you so much alakh sir 
I AM AN OFFLINE STUDENT OF PW ONLY IAS PRAYAGRAJ. I AM UNABLE TO SEE PDF OF SAMPOORNA BOOK IN APP RESOURCES SECTION. KINDLY FIX THE ISSUE.,5,PlayStore,PhysicsWallah,i am an offline student of pw only ias prayagraj i am unable to see pdf of sampoorna book in app resources section kindly fix the issue
Good app for learning,5,PlayStore,PhysicsWallah,good app for learning
"worst update of alll time before , can watch dpp pdfs , dpp videos seperately and at ease , now the current update has made everything complicated .. it has attached dpp pdf class notes and dpp video solution at one place ... its very complicated I urge the tech team of PW to fix this ...as much quick as possible ...",1,PlayStore,PhysicsWallah,worst update of alll time before  can watch dpp pdfs  dpp videos seperately and at ease  now the current update has made everything complicated  it has attached dpp pdf class notes and dpp video solution at one place  its very complicated i urge the tech team of pw to fix this as much quick as possible 
dpp pdf option fir se lao please please mere app ko pehle jesa kardo,1,PlayStore,PhysicsWallah,dpp pdf option fir se lao please please mere app ko pehle jesa kardo
best platform for exam,5,PlayStore,PhysicsWallah,best platform for exam
"Just a Beautiful Life making app. Words can't define this. This app is not just a app it is the temple where ""dream turns into reality"". I am just saying about the app that it is genuinely good to handle. thankyou PW team.",5,PlayStore,PhysicsWallah,just a beautiful life making app words cant define this this app is not just a app it is the temple where dream turns into reality i am just saying about the app that it is genuinely good to handle thankyou pw team
study material,5,PlayStore,PhysicsWallah,study material
jee and neet Othe exam ke liye best online platform,5,PlayStore,PhysicsWallah,jee and neet othe exam ke liye best online platform
"After the recent update ,i am very disappointed because this is the worst update of pw I am student of yakeen neet batch and it is very difficult for student to understand this update and pdf of class notes dpp and all other things are disturbed 😣 so please remove this update .All students are not showing good response towards this update.So, I kindly request you from all the students of yakeen neet batch al",4,PlayStore,PhysicsWallah,after the recent update i am very disappointed because this is the worst update of pw i am student of yakeen neet batch and it is very difficult for student to understand this update and pdf of class notes dpp and all other things are disturbed  so please remove this update all students are not showing good response towards this updateso i kindly request you from all the students of yakeen neet batch al
after update dpp pdf option are gone now how can I take a printout of the question,1,PlayStore,PhysicsWallah,after update dpp pdf option are gone now how can i take a printout of the question
video quality should improve,1,PlayStore,PhysicsWallah,video quality should improve
Extremely helpful app for students and all the facilities are nice and their teaching style is amazing and I will highly recommend everyone for this platform.,5,PlayStore,PhysicsWallah,extremely helpful app for students and all the facilities are nice and their teaching style is amazing and i will highly recommend everyone for this platform
the new update is very very bad and the interface is very dirty,1,PlayStore,PhysicsWallah,the new update is very very bad and the interface is very dirty
"The PW app is a great learning platform for students like me. I study in class 8 and this app and the PW Pathshala Centre has guided me and helped me to excel in my academic performance. In my perspective, this is the best learning centre. Tip: Improve it more and keep it up.👍👍",5,PlayStore,PhysicsWallah,the pw app is a great learning platform for students like me i study in class  and this app and the pw pathshala centre has guided me and helped me to excel in my academic performance in my perspective this is the best learning centre tip improve it more and keep it up
good quality education but ab pw to bhi kuch jyada hi lalach a raha hai updation ke naam pr premium features laga diye hai ho pehle sabko available the bhai itne paise nahi hai isliye liya tha ab yaha bhi tumhe lalach a gai log sahi hi bol rahe hai sab dikhawa tha free education revolution ka . seriously very bad to see alakh sir changed 😞,1,PlayStore,PhysicsWallah,good quality education but ab pw to bhi kuch jyada hi lalach a raha hai updation ke naam pr premium features laga diye hai ho pehle sabko available the bhai itne paise nahi hai isliye liya tha ab yaha bhi tumhe lalach a gai log sahi hi bol rahe hai sab dikhawa tha free education revolution ka  seriously very bad to see alakh sir changed 
best education platform in world,5,PlayStore,PhysicsWallah,best education platform in world
pw is very good for us,5,PlayStore,PhysicsWallah,pw is very good for us
hi i am having problem in updating the app everytime i start updating it is fully updated but after that the app asks to update again,3,PlayStore,PhysicsWallah,hi i am having problem in updating the app everytime i start updating it is fully updated but after that the app asks to update again
its good but there isss problem in increasing my xp like i watched half an hour lec. but my xp didnt increase,4,PlayStore,PhysicsWallah,its good but there isss problem in increasing my xp like i watched half an hour lec but my xp didnt increase
thirdclass app and technical support. not working properly on wifi fiber router network,1,PlayStore,PhysicsWallah,thirdclass app and technical support not working properly on wifi fiber router network
